UF0874,UF0887,UF2727,UF5714,UF0892,UF0870,UF0871,UF0872,UF0915,UF0997,UF0925,UF0944,UF0945,UF1019,UF1218,UF1012,UF5721,UF1124,UF5715,UF1020,UF0906,UF1214,UF2736,UF1123,UF1121,UF1009,UF1010,UF0988,UF0976,UF0977,UF0978,UF0981,UF1217,UF0985,UF1016,UF2734,UF0963,UF0962,UF0961,UF0935,UF0937,UF0938,UF0939,UF0875,UF0881,UF0876,UF1273,UF0914,UF0877,UF0949,UF1032,UF1034,UF1036,UF1240,UF2724,UF1041,UF1040,UF1216,UF1458,UF1001,UF1002,UF1003
UF0977,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.88,0.88,1,0.88,0.754,0.43500000000000005,0.88,0.273,0.273,0.43999999999999995,0.43999999999999995,0.43999999999999995,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.88,0.88,0.88
UF0978,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.88,0.88,0.88,1,0.754,0.43500000000000005,0.621,0.273,0.273,0.43999999999999995,0.43999999999999995,0.43999999999999995,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.43999999999999995,0.43999999999999995,0.43999999999999995
UF0981,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.754,0.754,0.754,0.754,1,0.43500000000000005,0.754,0.273,0.273,0.43999999999999995,0.43999999999999995,0.43999999999999995,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.43999999999999995,0.43999999999999995,0.43999999999999995
UF1217,0.41700000000000004,0.41700000000000004,0.514,0,0.31999999999999995,0.41700000000000004,0.41700000000000004,0.41700000000000004,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.516,0.876,0.516,0.596,0.516,0.596,0.516,0.876,0.516,0.876,0.876,0.354,0.354,0.354,0.43500000000000005,0.43500000000000005,0.43500000000000005,0.43500000000000005,0.43500000000000005,1,0.43500000000000005,0.516,0.516,0.43500000000000005,0.43500000000000005,0.43500000000000005,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.41700000000000004,0.31999999999999995,0.41700000000000004,0,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.516,0.516,0.516,0.41700000000000004,0.41700000000000004,0.516,0.516,0.516,0,0.43500000000000005,0.43500000000000005,0.43500000000000005
UF0985,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.88,0.621,0.88,0.621,0.754,0.43500000000000005,1,0.273,0.273,0.43999999999999995,0.43999999999999995,0.43999999999999995,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.43999999999999995,0.43999999999999995,0.43999999999999995
UF1016,0.22299999999999998,0.22299999999999998,0.31999999999999995,0,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.571,0.516,0.88,0.643,0.571,0.643,0.755,0.516,0.571,0.516,0.516,0.42900000000000005,0.42900000000000005,0.42900000000000005,0.273,0.273,0.273,0.273,0.273,0.516,0.273,1,0.88,0.273,0.273,0.273,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.126,0.22299999999999998,0,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.571,0.571,0.571,0.22299999999999998,0.22299999999999998,0.571,0.571,0.571,0,0.273,0.273,0.273
UF2734,0.22299999999999998,0.22299999999999998,0.31999999999999995,0,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.571,0.516,0.88,0.643,0.571,0.643,0.755,0.516,0.571,0.516,0.516,0.42900000000000005,0.42900000000000005,0.42900000000000005,0.273,0.273,0.273,0.273,0.273,0.516,0.273,0.88,1,0.273,0.273,0.273,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.126,0.22299999999999998,0,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.571,0.571,0.571,0.22299999999999998,0.22299999999999998,0.571,0.571,0.571,0,0.273,0.273,0.273
UF0963,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43500000000000005,0.43999999999999995,0.273,0.273,1,0.882,0.882,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.43999999999999995,0.43999999999999995,0.43999999999999995
UF0962,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43500000000000005,0.43999999999999995,0.273,0.273,0.882,1,0.882,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.43999999999999995,0.43999999999999995,0.43999999999999995
UF0961,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.43500000000000005,0.43999999999999995,0.273,0.273,0.882,0.882,1,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.43999999999999995,0.43999999999999995,0.43999999999999995
UF0935,0.5880000000000001,0.5880000000000001,0.31999999999999995,0,0.46399999999999997,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.388,0.388,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.126,0.029000000000000026,0.126,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.22299999999999998,0.22299999999999998,0,0,0,0,0,0,0,0,0.22299999999999998,0,0.029000000000000026,0.029000000000000026,0,0,0,1,0.755,0.755,0.755,0.5409999999999999,0.46399999999999997,0.5409999999999999,0,0.5880000000000001,0.5409999999999999,0.388,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0,0,0,0
UF0937,0.5880000000000001,0.5880000000000001,0.31999999999999995,0,0.46399999999999997,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.388,0.388,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.126,0.029000000000000026,0.126,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.22299999999999998,0.22299999999999998,0,0,0,0,0,0,0,0,0.22299999999999998,0,0.029000000000000026,0.029000000000000026,0,0,0,0.755,1,0.881,0.881,0.5409999999999999,0.46399999999999997,0.5409999999999999,0,0.5880000000000001,0.5409999999999999,0.388,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0,0,0,0
UF0938,0.5880000000000001,0.5880000000000001,0.31999999999999995,0,0.46399999999999997,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.388,0.388,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.126,0.029000000000000026,0.126,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.22299999999999998,0.22299999999999998,0,0,0,0,0,0,0,0,0.22299999999999998,0,0.029000000000000026,0.029000000000000026,0,0,0,0.755,0.881,1,0.881,0.5409999999999999,0.46399999999999997,0.5409999999999999,0,0.5880000000000001,0.5409999999999999,0.388,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0,0,0,0
UF0939,0.5880000000000001,0.5880000000000001,0.31999999999999995,0,0.46399999999999997,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.388,0.388,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.126,0.029000000000000026,0.126,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.22299999999999998,0.22299999999999998,0,0,0,0,0,0,0,0,0.22299999999999998,0,0.029000000000000026,0.029000000000000026,0,0,0,0.755,0.881,0.881,1,0.5409999999999999,0.46399999999999997,0.5409999999999999,0,0.5880000000000001,0.5409999999999999,0.388,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0,0,0,0
UF0875,0.694,0.694,0.514,0,0.617,0.694,0.694,0.694,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.41700000000000004,0.41700000000000004,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.126,0.126,0.126,0.126,0.126,0.41700000000000004,0.126,0.22299999999999998,0.22299999999999998,0.126,0.126,0.126,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,1,0.617,0.879,0,0.5409999999999999,0.879,0.5409999999999999,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.41700000000000004,0.41700000000000004,0.22299999999999998,0.22299999999999998,0.22299999999999998,0,0.126,0.126,0.126
UF0881,0.746,0.746,0.41700000000000004,0,0.5409999999999999,0.879,0.879,0.879,0.46399999999999997,0.46399999999999997,0.46399999999999997,0.46399999999999997,0.46399999999999997,0.126,0.31999999999999995,0.126,0.22299999999999998,0.126,0.22299999999999998,0.126,0.31999999999999995,0.126,0.31999999999999995,0.31999999999999995,0,0,0,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.31999999999999995,0.029000000000000026,0.126,0.126,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.46399999999999997,0.46399999999999997,0.46399999999999997,0.46399999999999997,0.617,1,0.617,0,0.46399999999999997,0.617,0.46399999999999997,0.126,0.126,0.126,0.31999999999999995,0.31999999999999995,0.126,0.126,0.126,0,0.029000000000000026,0.029000000000000026,0.029000000000000026
UF0876,0.694,0.694,0.514,0,0.617,0.694,0.694,0.694,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.41700000000000004,0.41700000000000004,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.126,0.126,0.126,0.126,0.126,0.41700000000000004,0.126,0.22299999999999998,0.22299999999999998,0.126,0.126,0.126,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.879,0.617,1,0,0.5409999999999999,0.879,0.5409999999999999,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.41700000000000004,0.41700000000000004,0.22299999999999998,0.22299999999999998,0.22299999999999998,0,0.126,0.126,0.126
UF1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UF0914,0.75,0.75,0.31999999999999995,0,0.46399999999999997,0.878,0.878,0.878,0.878,0.5880000000000001,0.5880000000000001,0.388,0.388,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.126,0.029000000000000026,0.126,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.22299999999999998,0.22299999999999998,0,0,0,0,0,0,0,0,0.22299999999999998,0,0.029000000000000026,0.029000000000000026,0,0,0,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5880000000000001,0.5409999999999999,0.46399999999999997,0.5409999999999999,0,1,0.5409999999999999,0.388,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0,0,0,0
UF0877,0.694,0.694,0.514,0,0.617,0.694,0.694,0.694,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.41700000000000004,0.41700000000000004,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.126,0.126,0.126,0.126,0.126,0.41700000000000004,0.126,0.22299999999999998,0.22299999999999998,0.126,0.126,0.126,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.879,0.617,0.879,0,0.5409999999999999,1,0.5409999999999999,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.41700000000000004,0.41700000000000004,0.22299999999999998,0.22299999999999998,0.22299999999999998,0,0.126,0.126,0.126
UF0949,0.5409999999999999,0.5409999999999999,0.31999999999999995,0,0.46399999999999997,0.5409999999999999,0.5409999999999999,0.5409999999999999,0.388,0.388,0.388,0.624,0.624,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.126,0.029000000000000026,0.126,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.22299999999999998,0.22299999999999998,0,0,0,0,0,0,0,0,0.22299999999999998,0,0.029000000000000026,0.029000000000000026,0,0,0,0.388,0.388,0.388,0.388,0.5409999999999999,0.46399999999999997,0.5409999999999999,0,0.388,0.5409999999999999,1,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0,0,0,0
UF1032,0.22299999999999998,0.22299999999999998,0.31999999999999995,0,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.571,0.516,0.882,0.643,0.571,0.643,0.755,0.516,0.571,0.516,0.516,0.42900000000000005,0.42900000000000005,0.42900000000000005,0.273,0.273,0.273,0.273,0.273,0.516,0.273,0.571,0.571,0.273,0.273,0.273,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.126,0.22299999999999998,0,0.029000000000000026,0.22299999999999998,0.029000000000000026,1,0.755,0.755,0.22299999999999998,0.22299999999999998,0.571,0.571,0.571,0,0.273,0.273,0.273
UF1034,0.22299999999999998,0.22299999999999998,0.31999999999999995,0,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.571,0.516,0.755,0.643,0.571,0.643,0.881,0.516,0.571,0.516,0.516,0.42900000000000005,0.42900000000000005,0.42900000000000005,0.273,0.273,0.273,0.273,0.273,0.516,0.273,0.571,0.571,0.273,0.273,0.273,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.126,0.22299999999999998,0,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.755,1,0.881,0.22299999999999998,0.22299999999999998,0.571,0.571,0.571,0,0.273,0.273,0.273
UF1036,0.22299999999999998,0.22299999999999998,0.31999999999999995,0,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.571,0.516,0.755,0.643,0.571,0.643,0.881,0.516,0.571,0.516,0.516,0.42900000000000005,0.42900000000000005,0.42900000000000005,0.273,0.273,0.273,0.273,0.273,0.516,0.273,0.571,0.571,0.273,0.273,0.273,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.126,0.22299999999999998,0,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.755,0.881,1,0.22299999999999998,0.22299999999999998,0.571,0.571,0.571,0,0.273,0.273,0.273
UF1240,0.41700000000000004,0.41700000000000004,0.802,0,0.31999999999999995,0.41700000000000004,0.41700000000000004,0.41700000000000004,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.41700000000000004,0.41700000000000004,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.126,0.126,0.126,0.126,0.126,0.41700000000000004,0.126,0.22299999999999998,0.22299999999999998,0.126,0.126,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.41700000000000004,0.31999999999999995,0.41700000000000004,0,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,1,0.873,0.22299999999999998,0.22299999999999998,0.22299999999999998,0,0.126,0.126,0.126
UF2724,0.41700000000000004,0.41700000000000004,0.802,0,0.31999999999999995,0.41700000000000004,0.41700000000000004,0.41700000000000004,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.31999999999999995,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.41700000000000004,0.41700000000000004,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.126,0.126,0.126,0.126,0.126,0.41700000000000004,0.126,0.22299999999999998,0.22299999999999998,0.126,0.126,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.41700000000000004,0.31999999999999995,0.41700000000000004,0,0.22299999999999998,0.41700000000000004,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.873,1,0.22299999999999998,0.22299999999999998,0.22299999999999998,0,0.126,0.126,0.126
UF1041,0.22299999999999998,0.22299999999999998,0.31999999999999995,0,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.571,0.516,0.571,0.643,0.571,0.643,0.571,0.516,0.571,0.516,0.516,0.42900000000000005,0.42900000000000005,0.42900000000000005,0.273,0.273,0.273,0.273,0.273,0.516,0.273,0.571,0.571,0.273,0.273,0.273,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.126,0.22299999999999998,0,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.571,0.571,0.571,0.22299999999999998,0.22299999999999998,1,0.881,0.881,0,0.273,0.273,0.273
UF1040,0.22299999999999998,0.22299999999999998,0.31999999999999995,0,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.571,0.516,0.571,0.643,0.571,0.643,0.571,0.516,0.571,0.516,0.516,0.42900000000000005,0.42900000000000005,0.42900000000000005,0.273,0.273,0.273,0.273,0.273,0.516,0.273,0.571,0.571,0.273,0.273,0.273,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.126,0.22299999999999998,0,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.571,0.571,0.571,0.22299999999999998,0.22299999999999998,0.881,1,0.881,0,0.273,0.273,0.273
UF1216,0.22299999999999998,0.22299999999999998,0.31999999999999995,0,0.126,0.22299999999999998,0.22299999999999998,0.22299999999999998,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.571,0.516,0.571,0.643,0.571,0.643,0.571,0.516,0.571,0.516,0.516,0.42900000000000005,0.42900000000000005,0.42900000000000005,0.273,0.273,0.273,0.273,0.273,0.516,0.273,0.571,0.571,0.273,0.273,0.273,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.029000000000000026,0.22299999999999998,0.126,0.22299999999999998,0,0.029000000000000026,0.22299999999999998,0.029000000000000026,0.571,0.571,0.571,0.22299999999999998,0.22299999999999998,0.881,0.881,1,0,0.273,0.273,0.273
UF1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UF1001,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.43999999999999995,0.43999999999999995,0.88,0.43999999999999995,0.43999999999999995,0.43500000000000005,0.43999999999999995,0.273,0.273,0.43999999999999995,0.43999999999999995,0.43999999999999995,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,1,0.88,0.88
UF1002,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.43999999999999995,0.43999999999999995,0.88,0.43999999999999995,0.43999999999999995,0.43500000000000005,0.43999999999999995,0.273,0.273,0.43999999999999995,0.43999999999999995,0.43999999999999995,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.88,1,0.88
UF1003,0.126,0.126,0.22299999999999998,0,0.029000000000000026,0.126,0.126,0.126,0,0,0,0,0,0.273,0.43500000000000005,0.273,0.354,0.273,0.354,0.273,0.43500000000000005,0.273,0.43500000000000005,0.43500000000000005,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.43999999999999995,0.43999999999999995,0.88,0.43999999999999995,0.43999999999999995,0.43500000000000005,0.43999999999999995,0.273,0.273,0.43999999999999995,0.43999999999999995,0.43999999999999995,0,0,0,0,0.126,0.029000000000000026,0.126,0,0,0.126,0,0.273,0.273,0.273,0.126,0.126,0.273,0.273,0.273,0,0.88,0.88,1