similarity,target
0.2,1
0.2,1
0.24,1
0.24,1
0.24,1
0.24,1
0.78,1
0.78,1
0.76,1
0.16,1
0.66,1
0.66,1
0.18,1
0.66,1
0.66,1
0.24,1
0.24,1
0.24,1
0.2,1
0.66,1
0.66,1
0.2,1
0.16,1
0.78,1
0.78,1
0.84,1
0.37,1
0.75,1
0.76,1
0.84,1
0.84,1
0.86,1
0.84,1
0.84,1
0.84,1
0.84,1
0.85,1
0.86,1
0.84,1
0.77,1
0.77,1
0.18,1
0.86,1
0.84,1
0.77,1
0.86,1
0.74,1
0.74,1
0.84,1
0.86,1
0.69,1
0.2,1
0.69,1
0.2,1
0.2,1
0.2,1
0.16,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.75,1
0.75,1
0.75,1
0.16,1
0.66,1
0.66,1
0.18,1
0.66,1
0.66,1
0.2,1
0.2,1
0.2,1
0.2,1
0.66,1
0.66,1
0.2,1
0.16,1
0.75,1
0.75,1
0.34,1
0.75,1
0.74,1
0.92,1
0.83,1
0.84,1
0.82,1
0.85,1
0.85,1
0.84,1
0.84,1
0.84,1
0.83,1
0.78,1
0.78,1
0.15,1
0.84,1
0.85,1
0.78,1
0.84,1
0.75,1
0.75,1
0.85,1
0.84,1
0.67,1
0.17,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.74,1
0.74,1
0.74,1
0.17,1
0.67,1
0.67,1
0.15,1
0.67,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.67,1
0.67,1
0.17,1
0.17,1
0.74,1
0.74,1
0.17,1
0.2,1
0.34,1
0.35,1
0.37,1
0.37,1
0.34,1
0.34,1
0.33,1
0.37,1
0.37,1
0.35,1
0.34,1
0.34,1
0.18,1
0.37,1
0.34,1
0.34,1
0.37,1
0.17,1
0.17,1
0.34,1
0.37,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.16,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.16,1
0.16,1
0.16,1
0.18,1
0.16,1
0.16,1
0.2,1
0.2,1
0.2,1
0.2,1
0.16,1
0.16,1
0.2,1
0.16,1
0.2,1
0.2,1
0.85,1
0.75,1
0.73,1
0.75,1
0.72,1
0.75,1
0.75,1
0.75,1
0.74,1
0.75,1
0.73,1
0.67,1
0.67,1
0.15,1
0.75,1
0.75,1
0.67,1
0.75,1
0.75,1
0.75,1
0.75,1
0.75,1
0.71,1
0.23,1
0.71,1
0.23,1
0.23,1
0.23,1
0.23,1
0.23,1
0.23,1
0.23,1
0.23,1
0.23,1
0.23,1
0.23,1
0.23,1
0.84,1
0.84,1
0.84,1
0.34,1
0.78,1
0.78,1
0.32,1
0.78,1
0.71,1
0.23,1
0.23,1
0.23,1
0.23,1
0.71,1
0.71,1
0.23,1
0.23,1
0.84,1
0.84,1
0.74,1
0.74,1
0.76,1
0.74,1
0.74,1
0.74,1
0.74,1
0.75,1
0.76,1
0.74,1
0.66,1
0.66,1
0.18,1
0.76,1
0.74,1
0.66,1
0.76,1
0.74,1
0.74,1
0.74,1
0.76,1
0.72,1
0.26,1
0.72,1
0.26,1
0.26,1
0.26,1
0.22,1
0.26,1
0.26,1
0.26,1
0.26,1
0.26,1
0.26,1
0.26,1
0.26,1
0.85,1
0.85,1
0.85,1
0.33,1
0.77,1
0.77,1
0.35,1
0.77,1
0.7,1
0.26,1
0.26,1
0.26,1
0.26,1
0.7,1
0.7,1
0.26,1
0.22,1
0.85,1
0.85,1
0.83,1
0.84,1
0.82,1
0.85,1
0.85,1
0.84,1
0.84,1
0.84,1
0.83,1
0.78,1
0.78,1
0.15,1
0.84,1
0.85,1
0.78,1
0.84,1
0.75,1
0.75,1
0.85,1
0.84,1
0.67,1
0.17,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.74,1
0.74,1
0.74,1
0.17,1
0.67,1
0.67,1
0.15,1
0.67,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.67,1
0.67,1
0.17,1
0.17,1
0.74,1
0.74,1
0.84,1
0.82,1
0.83,1
0.83,1
0.82,1
0.84,1
0.84,1
0.93,1
0.76,1
0.76,1
0.21,1
0.84,1
0.83,1
0.76,1
0.84,1
0.72,1
0.72,1
0.83,1
0.84,1
0.67,1
0.18,1
0.67,1
0.18,1
0.18,1
0.18,1
0.14,1
0.18,1
0.18,1
0.18,1
0.18,1
0.18,1
0.18,1
0.18,1
0.18,1
0.74,1
0.74,1
0.74,1
0.14,1
0.65,1
0.65,1
0.21,1
0.65,1
0.65,1
0.18,1
0.18,1
0.18,1
0.18,1
0.65,1
0.65,1
0.18,1
0.14,1
0.74,1
0.74,1
0.84,1
0.84,1
0.84,1
0.84,1
0.85,1
0.86,1
0.84,1
0.77,1
0.77,1
0.18,1
0.86,1
0.84,1
0.77,1
0.86,1
0.74,1
0.74,1
0.84,1
0.86,1
0.69,1
0.2,1
0.69,1
0.2,1
0.2,1
0.2,1
0.16,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.75,1
0.75,1
0.75,1
0.16,1
0.66,1
0.66,1
0.18,1
0.66,1
0.66,1
0.2,1
0.2,1
0.2,1
0.2,1
0.66,1
0.66,1
0.2,1
0.16,1
0.75,1
0.75,1
0.78,1
0.78,1
0.77,1
0.85,1
0.84,1
0.82,1
0.78,1
0.78,1
0.18,1
0.84,1
0.82,1
0.78,1
0.84,1
0.67,1
0.67,1
0.82,1
0.84,1
0.71,1
0.2,1
0.71,1
0.2,1
0.2,1
0.2,1
0.16,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.73,1
0.73,1
0.75,1
0.16,1
0.67,1
0.67,1
0.18,1
0.67,1
0.67,1
0.2,1
0.2,1
0.2,1
0.2,1
0.67,1
0.67,1
0.2,1
0.16,1
0.73,1
0.73,1
0.86,1
0.85,1
0.84,1
0.84,1
0.83,1
0.78,1
0.78,1
0.15,1
0.84,1
0.85,1
0.78,1
0.84,1
0.76,1
0.76,1
0.85,1
0.84,1
0.67,1
0.17,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.74,1
0.74,1
0.74,1
0.17,1
0.67,1
0.67,1
0.15,1
0.67,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.67,1
0.67,1
0.17,1
0.17,1
0.74,1
0.74,1
0.85,1
0.84,1
0.84,1
0.83,1
0.78,1
0.78,1
0.15,1
0.84,1
0.85,1
0.78,1
0.84,1
0.76,1
0.76,1
0.85,1
0.84,1
0.67,1
0.17,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.74,1
0.74,1
0.74,1
0.17,1
0.67,1
0.67,1
0.15,1
0.67,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.67,1
0.67,1
0.17,1
0.17,1
0.74,1
0.74,1
0.83,1
0.84,1
0.82,1
0.77,1
0.77,1
0.14,1
0.84,1
0.84,1
0.77,1
0.84,1
0.75,1
0.75,1
0.84,1
0.84,1
0.67,1
0.16,1
0.67,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.73,1
0.73,1
0.73,1
0.16,1
0.66,1
0.66,1
0.14,1
0.66,1
0.66,1
0.16,1
0.16,1
0.16,1
0.16,1
0.66,1
0.66,1
0.16,1
0.16,1
0.73,1
0.73,1
0.86,1
0.84,1
0.77,1
0.77,1
0.18,1
0.85,1
0.84,1
0.77,1
0.85,1
0.74,1
0.74,1
0.84,1
0.85,1
0.69,1
0.2,1
0.69,1
0.2,1
0.2,1
0.2,1
0.16,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.75,1
0.75,1
0.77,1
0.16,1
0.66,1
0.66,1
0.18,1
0.66,1
0.66,1
0.2,1
0.2,1
0.2,1
0.2,1
0.66,1
0.66,1
0.2,1
0.16,1
0.75,1
0.75,1
0.84,1
0.77,1
0.77,1
0.18,1
0.86,1
0.84,1
0.77,1
0.86,1
0.74,1
0.74,1
0.84,1
0.86,1
0.69,1
0.2,1
0.69,1
0.2,1
0.2,1
0.2,1
0.16,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.2,1
0.76,1
0.76,1
0.76,1
0.16,1
0.66,1
0.66,1
0.18,1
0.66,1
0.66,1
0.2,1
0.2,1
0.2,1
0.2,1
0.66,1
0.66,1
0.2,1
0.16,1
0.76,1
0.76,1
0.76,1
0.76,1
0.21,1
0.84,1
0.83,1
0.76,1
0.84,1
0.72,1
0.72,1
0.83,1
0.84,1
0.67,1
0.18,1
0.67,1
0.18,1
0.18,1
0.18,1
0.14,1
0.18,1
0.18,1
0.18,1
0.18,1
0.18,1
0.18,1
0.18,1
0.18,1
0.74,1
0.74,1
0.74,1
0.14,1
0.65,1
0.65,1
0.21,1
0.65,1
0.65,1
0.18,1
0.18,1
0.18,1
0.18,1
0.65,1
0.65,1
0.18,1
0.14,1
0.74,1
0.74,1
0.95,1
0.14,1
0.77,1
0.78,1
0.83,1
0.78,1
0.67,1
0.67,1
0.78,1
0.77,1
0.68,1
0.16,1
0.68,1
0.16,1
0.18,1
0.18,1
0.16,1
0.16,1
0.16,1
0.16,1
0.18,1
0.18,1
0.16,1
0.18,1
0.18,1
0.66,1
0.66,1
0.66,1
0.16,1
0.74,1
0.74,1
0.14,1
0.73,1
0.74,1
0.16,1
0.16,1
0.18,1
0.16,1
0.73,1
0.73,1
0.18,1
0.16,1
0.66,1
0.66,1
0.14,1
0.77,1
0.78,1
0.83,1
0.78,1
0.67,1
0.67,1
0.78,1
0.77,1
0.68,1
0.16,1
0.68,1
0.16,1
0.18,1
0.18,1
0.16,1
0.16,1
0.16,1
0.16,1
0.18,1
0.18,1
0.16,1
0.18,1
0.18,1
0.66,1
0.66,1
0.66,1
0.16,1
0.73,1
0.73,1
0.14,1
0.72,1
0.73,1
0.16,1
0.16,1
0.18,1
0.16,1
0.72,1
0.74,1
0.18,1
0.16,1
0.66,1
0.66,1
0.18,1
0.15,1
0.14,1
0.18,1
0.32,1
0.32,1
0.15,1
0.18,1
0.18,1
0.69,1
0.18,1
0.69,1
0.69,1
0.69,1
0.14,1
0.69,1
0.18,1
0.69,1
0.69,1
0.69,1
0.69,1
0.69,1
0.69,1
0.18,1
0.18,1
0.18,1
0.14,1
0.14,1
0.14,1
0.21,1
0.14,1
0.14,1
0.69,1
0.69,1
0.69,1
0.69,1
0.14,1
0.14,1
0.69,1
0.14,1
0.18,1
0.18,1
0.84,1
0.77,1
0.88,1
0.74,1
0.74,1
0.84,1
0.88,1
0.71,1
0.24,1
0.69,1
0.2,1
0.2,1
0.24,1
0.16,1
0.2,1
0.24,1
0.2,1
0.2,1
0.24,1
0.24,1
0.24,1
0.24,1
0.78,1
0.78,1
0.75,1
0.16,1
0.66,1
0.66,1
0.18,1
0.66,1
0.66,1
0.24,1
0.24,1
0.24,1
0.2,1
0.66,1
0.66,1
0.2,1
0.16,1
0.78,1
0.78,1
0.78,1
0.84,1
0.75,1
0.75,1
0.85,1
0.84,1
0.67,1
0.17,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.74,1
0.74,1
0.74,1
0.17,1
0.67,1
0.67,1
0.15,1
0.67,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.67,1
0.67,1
0.17,1
0.17,1
0.74,1
0.74,1
0.77,1
0.67,1
0.67,1
0.78,1
0.77,1
0.68,1
0.16,1
0.68,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.16,1
0.66,1
0.66,1
0.66,1
0.16,1
0.73,1
0.73,1
0.14,1
0.86,1
0.73,1
0.16,1
0.16,1
0.16,1
0.16,1
0.73,1
0.72,1
0.16,1
0.16,1
0.66,1
0.66,1
0.74,1
0.74,1
0.84,1
0.88,1
0.71,1
0.24,1
0.69,1
0.2,1
0.21,1
0.25,1
0.16,1
0.2,1
0.24,1
0.2,1
0.21,1
0.25,1
0.24,1
0.25,1
0.25,1
0.78,1
0.78,1
0.76,1
0.16,1
0.67,1
0.67,1
0.18,1
0.66,1
0.67,1
0.24,1
0.24,1
0.25,1
0.2,1
0.66,1
0.67,1
0.21,1
0.16,1
0.78,1
0.78,1
0.92,1
0.75,1
0.74,1
0.67,1
0.17,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.74,1
0.74,1
0.74,1
0.17,1
0.67,1
0.67,1
0.15,1
0.67,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.67,1
0.67,1
0.17,1
0.17,1
0.74,1
0.74,1
0.75,1
0.74,1
0.67,1
0.17,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.74,1
0.74,1
0.74,1
0.17,1
0.67,1
0.67,1
0.15,1
0.67,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.67,1
0.67,1
0.17,1
0.17,1
0.74,1
0.74,1
0.84,1
0.67,1
0.17,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.17,1
0.74,1
0.74,1
0.74,1
0.17,1
0.67,1
0.67,1
0.15,1
0.67,1
0.67,1
0.17,1
0.17,1
0.17,1
0.17,1
0.67,1
0.67,1
0.17,1
0.17,1
0.74,1
0.74,1
0.71,1
0.24,1
0.69,1
0.2,1
0.2,1
0.24,1
0.16,1
0.2,1
0.24,1
0.2,1
0.2,1
0.24,1
0.24,1
0.24,1
0.24,1
0.78,1
0.78,1
0.75,1
0.16,1
0.66,1
0.66,1
0.18,1
0.66,1
0.66,1
0.24,1
0.24,1
0.24,1
0.2,1
0.66,1
0.66,1
0.2,1
0.16,1
0.78,1
0.78,1
0.4,1
0.93,1
0.37,1
0.37,1
0.4,1
0.33,1
0.37,1
0.4,1
0.37,1
0.37,1
0.4,1
0.4,1
0.4,1
0.4,1
0.74,1
0.74,1
0.72,1
0.22,1
0.72,1
0.72,1
0.24,1
0.72,1
0.79,1
0.4,1
0.4,1
0.4,1
0.37,1
0.79,1
0.79,1
0.37,1
0.33,1
0.74,1
0.74,1
0.37,1
0.93,1
0.87,1
0.89,1
0.33,1
0.93,1
0.4,1
0.93,1
0.87,1
0.89,1
0.95,1
0.89,1
0.89,1
0.29,1
0.29,1
0.26,1
0.22,1
0.22,1
0.22,1
0.24,1
0.22,1
0.34,1
0.95,1
0.95,1
0.89,1
0.93,1
0.34,1
0.34,1
0.87,1
0.33,1
0.29,1
0.29,1
0.37,1
0.37,1
0.37,1
0.33,1
0.37,1
0.37,1
0.37,1
0.37,1
0.37,1
0.37,1
0.37,1
0.37,1
0.72,1
0.72,1
0.72,1
0.22,1
0.72,1
0.72,1
0.24,1
0.72,1
0.79,1
0.37,1
0.37,1
0.37,1
0.37,1
0.79,1
0.79,1
0.37,1
0.33,1
0.72,1
0.72,1
0.87,1
0.87,1
0.33,1
0.93,1
0.37,1
0.93,1
0.87,1
0.87,1
0.93,1
0.87,1
0.87,1
0.26,1
0.26,1
0.26,1
0.22,1
0.22,1
0.22,1
0.24,1
0.22,1
0.34,1
0.93,1
0.93,1
0.87,1
0.93,1
0.34,1
0.34,1
0.87,1
0.33,1
0.26,1
0.26,1
0.93,1
0.33,1
0.87,1
0.37,1
0.87,1
0.93,1
0.93,1
0.87,1
0.93,1
0.93,1
0.26,1
0.26,1
0.26,1
0.22,1
0.24,1
0.24,1
0.24,1
0.22,1
0.35,1
0.87,1
0.87,1
0.93,1
0.87,1
0.34,1
0.35,1
0.93,1
0.33,1
0.26,1
0.26,1
0.33,1
0.87,1
0.4,1
0.87,1
0.93,1
0.95,1
0.89,1
0.95,1
0.95,1
0.29,1
0.29,1
0.26,1
0.22,1
0.24,1
0.24,1
0.24,1
0.22,1
0.35,1
0.89,1
0.89,1
0.95,1
0.87,1
0.34,1
0.35,1
0.93,1
0.33,1
0.29,1
0.29,1
0.33,1
0.91,1
0.33,1
0.33,1
0.33,1
0.33,1
0.33,1
0.33,1
0.22,1
0.22,1
0.22,1
0.28,1
0.22,1
0.22,1
0.2,1
0.22,1
0.34,1
0.33,1
0.33,1
0.33,1
0.33,1
0.34,1
0.34,1
0.33,1
0.94,1
0.22,1
0.22,1
0.37,1
0.93,1
0.87,1
0.87,1
0.93,1
0.87,1
0.87,1
0.26,1
0.26,1
0.26,1
0.22,1
0.22,1
0.22,1
0.24,1
0.22,1
0.34,1
0.93,1
0.93,1
0.87,1
0.93,1
0.34,1
0.34,1
0.87,1
0.33,1
0.26,1
0.26,1
0.37,1
0.37,1
0.4,1
0.4,1
0.4,1
0.4,1
0.29,1
0.29,1
0.26,1
0.22,1
0.22,1
0.22,1
0.24,1
0.22,1
0.34,1
0.4,1
0.4,1
0.4,1
0.37,1
0.34,1
0.34,1
0.37,1
0.91,1
0.29,1
0.29,1
0.87,1
0.87,1
0.93,1
0.87,1
0.87,1
0.26,1
0.26,1
0.26,1
0.22,1
0.22,1
0.22,1
0.24,1
0.22,1
0.34,1
0.93,1
0.93,1
0.87,1
0.93,1
0.34,1
0.34,1
0.87,1
0.33,1
0.26,1
0.26,1
0.93,1
0.87,1
0.93,1
0.93,1
0.26,1
0.26,1
0.26,1
0.22,1
0.24,1
0.24,1
0.24,1
0.22,1
0.35,1
0.87,1
0.87,1
0.93,1
0.87,1
0.34,1
0.35,1
0.93,1
0.33,1
0.26,1
0.26,1
0.89,1
0.95,1
0.95,1
0.29,1
0.29,1
0.26,1
0.22,1
0.24,1
0.24,1
0.24,1
0.22,1
0.35,1
0.89,1
0.89,1
0.95,1
0.87,1
0.34,1
0.35,1
0.93,1
0.33,1
0.29,1
0.29,1
0.89,1
0.89,1
0.29,1
0.29,1
0.26,1
0.22,1
0.22,1
0.22,1
0.24,1
0.22,1
0.34,1
0.95,1
0.95,1
0.89,1
0.93,1
0.34,1
0.34,1
0.87,1
0.33,1
0.29,1
0.29,1
0.95,1
0.29,1
0.29,1
0.26,1
0.22,1
0.24,1
0.24,1
0.24,1
0.22,1
0.35,1
0.89,1
0.89,1
0.95,1
0.87,1
0.34,1
0.35,1
0.93,1
0.33,1
0.29,1
0.29,1
0.29,1
0.29,1
0.26,1
0.22,1
0.24,1
0.24,1
0.24,1
0.22,1
0.35,1
0.89,1
0.89,1
0.95,1
0.87,1
0.34,1
0.35,1
0.93,1
0.33,1
0.29,1
0.29,1
0.87,1
0.85,1
0.33,1
0.77,1
0.77,1
0.35,1
0.77,1
0.7,1
0.29,1
0.29,1
0.29,1
0.26,1
0.7,1
0.7,1
0.26,1
0.22,1
0.87,1
0.87,1
0.85,1
0.33,1
0.77,1
0.77,1
0.35,1
0.77,1
0.7,1
0.29,1
0.29,1
0.29,1
0.26,1
0.7,1
0.7,1
0.26,1
0.22,1
0.87,1
0.87,1
0.33,1
0.77,1
0.77,1
0.35,1
0.77,1
0.7,1
0.26,1
0.26,1
0.26,1
0.26,1
0.7,1
0.7,1
0.26,1
0.22,1
0.85,1
0.85,1
0.34,1
0.34,1
0.32,1
0.34,1
0.22,1
0.22,1
0.22,1
0.22,1
0.22,1
0.22,1
0.22,1
0.22,1
0.28,1
0.33,1
0.33,1
0.95,1
0.32,1
0.83,1
0.77,1
0.22,1
0.22,1
0.24,1
0.22,1
0.77,1
0.77,1
0.24,1
0.22,1
0.77,1
0.77,1
0.32,1
0.83,1
0.77,1
0.22,1
0.22,1
0.24,1
0.22,1
0.77,1
0.77,1
0.24,1
0.22,1
0.77,1
0.77,1
0.32,1
0.2,1
0.24,1
0.24,1
0.24,1
0.24,1
0.2,1
0.2,1
0.24,1
0.2,1
0.35,1
0.35,1
0.77,1
0.22,1
0.22,1
0.22,1
0.22,1
0.77,1
0.76,1
0.22,1
0.22,1
0.77,1
0.77,1
0.34,1
0.34,1
0.35,1
0.34,1
0.95,1
0.83,1
0.35,1
0.34,1
0.7,1
0.7,1
0.95,1
0.89,1
0.93,1
0.34,1
0.34,1
0.87,1
0.33,1
0.29,1
0.29,1
0.89,1
0.93,1
0.34,1
0.34,1
0.87,1
0.33,1
0.29,1
0.29,1
0.87,1
0.34,1
0.35,1
0.93,1
0.33,1
0.29,1
0.29,1
0.34,1
0.34,1
0.87,1
0.33,1
0.26,1
0.26,1
0.83,1
0.34,1
0.34,1
0.7,1
0.7,1
0.35,1
0.34,1
0.7,1
0.7,1
0.33,1
0.26,1
0.26,1
0.22,1
0.22,1
0.95,1
0.63,0
0.06,0
0.06,0
1.19,0
1.19,0
0.34,0
1.17,0
1.17,0
1.17,0
1.17,0
1.17,0
1.19,0
1.19,0
1.19,0
1.19,0
1.19,0
1.19,0
1.19,0
2.09,0
0,0
1.19,0
2.14,0
0.06,0
0.06,0
1.19,0
1.19,0
0.34,0
1.17,0
1.17,0
1.17,0
1.17,0
1.17,0
1.19,0
1.19,0
1.19,0
1.19,0
1.19,0
1.19,0
1.19,0
2.09,0
0,0
1.19,0
2.14,0
0.55,0
0.93,0
0.93,0
0.44,0
1.17,0
1.17,0
1.17,0
1.17,0
1.17,0
0.93,0
0.93,0
0.93,0
0.93,0
1.19,0
0.93,0
0.93,0
1.53,0
0,0
0.93,0
1.56,0
0.93,0
0.93,0
0.44,0
1.17,0
1.13,0
1.17,0
1.17,0
1.17,0
0.89,0
0.93,0
0.89,0
0.89,0
1.14,0
0.93,0
0.93,0
1.53,0
0,0
0.93,0
1.56,0
0.89,0
0.7,0
0.64,0
0.64,0
0.64,0
0.64,0
0.64,0
0.34,0
0.34,0
0.34,0
0.34,0
0.65,0
0.26,0
0.26,0
0.73,0
1.52,0
0.93,0
1.56,0
0.7,0
0.64,0
0.64,0
0.64,0
0.64,0
0.64,0
0.34,0
0.34,0
0.34,0
0.34,0
0.65,0
0.26,0
0.26,0
0.73,0
1.52,0
0.93,0
1.56,0
0.69,0
0.69,0
0.69,0
0.69,0
0.69,0
0.7,0
0.7,0
0.7,0
0.7,0
0.7,0
0.7,0
0.7,0
2.09,0
1.52,0
1.27,0
2.14,0
0.3,0
0.84,0
0.84,0
0.84,0
0.64,0
0.64,0
0.64,0
0.64,0
0.48,0
0.64,0
0.64,0
2.05,0
0.36,0
1.17,0
2.09,0
0.2,0
0.2,0
0.2,0
0.61,0
0.64,0
0.61,0
0.61,0
0.61,0
0.64,0
0.64,0
2.05,0
1.06,0
1.17,0
2.09,0
0.9,0
0.84,0
0.64,0
0.64,0
0.64,0
0.64,0
0.48,0
0.64,0
0.64,0
2.05,0
0.27,0
1.17,0
2.09,0
0.84,0
0.64,0
0.64,0
0.64,0
0.64,0
0.48,0
0.64,0
0.64,0
2.05,0
0.27,0
1.17,0
2.09,0
0.64,0
0.64,0
0.64,0
0.64,0
0.48,0
0.64,0
0.64,0
2.05,0
0.27,0
1.17,0
2.09,0
0.86,0
0.89,0
0.89,0
0.44,0
0.34,0
0.34,0
1.17,0
1.52,0
0.93,0
1.56,0
0.86,0
0.86,0
0.55,0
0.34,0
0.34,0
1.17,0
1.52,0
0.93,0
1.56,0
0.89,0
0.44,0
0.34,0
0.34,0
1.17,0
1.52,0
0.93,0
1.56,0
0.44,0
0.34,0
0.34,0
1.17,0
1.52,0
0.93,0
1.56,0
0.1,0
0.1,0
2.09,0
0.27,0
1.19,0
2.14,0
0.9,0
1,0
1.52,0
0.93,0
1.56,0
1,0
1.52,0
0.93,0
1.56,0
0,0
1.14,0
1.14,0
0,0
0,0
0.88,0
